,id,superficie,fecha,lat,lng,latlng_explicit,idcomunidad,idprovincia,idmunicipio,municipio,causa,causa_supuesta,causa_desc,muertos,heridos,time_ctrl,time_ext,personal,medios,gastos,perdidas,year,month,Provincias,class_per_time,class_per_trimester,geometry,index_right
2052,2001220032,20.0,2001-06-28,41.936226,0.402047,1,10,22,175,PERALTA DE CALASANZ,5,,0,,,180,1650,81,10,,128653.0,2001,6,Huesca,Entre_1dia_y_1semana,2,POINT (0.402047 41.936226),21
2053,2001220033,2.5,2001-06-29,42.504863,0.654019,1,10,22,157,MONTANUY,5,,0,,,170,870,15,0,,162.0,2001,6,Huesca,Menos_de_24h,2,POINT (0.654019 42.504863),21
2054,2001220034,4.0,2001-07-02,41.494159,0.352467,1,10,22,112,FRAGA,5,,0,,,90,155,14,2,,361.0,2001,7,Huesca,Menos_de_24h,3,POINT (0.352467 41.494159),21
2055,2001220035,1.0,2001-07-03,42.105407,-0.302983,1,10,22,15,ALCALÁ DEL OBISPO,5,,0,,1.0,825,1590,105,21,,60.0,2001,7,Huesca,Entre_1dia_y_1semana,3,POINT (-0.302983 42.105407),21
2062,2001220052,89.0,2001-08-04,42.498265,-0.55387,1,10,22,130,JACA,5,,0,,,1100,10170,114,13,,643040.0,2001,8,Huesca,Entre_1semana_y_2semanas,3,POINT (-0.55387 42.498265),21
2067,2001220058,5.0,2001-08-12,42.030537,-0.185362,1,10,22,29,ANTILLÓN,5,,0,,,140,360,18,6,,301.0,2001,8,Huesca,Menos_de_24h,3,POINT (-0.185362 42.030537),21
2070,2001220064,10.0,2001-08-28,41.507414,0.380682,1,10,22,112,FRAGA,5,,0,,,135,195,26,5,,601.0,2001,8,Huesca,Menos_de_24h,3,POINT (0.380682 41.507414),21
16734,2003220011,1.0,2003-03-24,41.910928,0.166104,1,10,22,158,MONZÓN,5,,0,,1.0,90,155,17,1,,,2003,3,Huesca,Menos_de_24h,1,POINT (0.166104 41.910928),21
16747,2003220046,5.0,2003-07-01,42.098998,-0.468628,1,10,22,125,HUESCA,5,,0,,,160,220,74,16,,8094.0,2003,7,Huesca,Menos_de_24h,3,POINT (-0.468628 42.098998),21
16749,2003220048,3.0,2003-07-03,41.603856,0.282722,1,10,22,254,ZAIDÍN,5,,0,,,60,135,15,2,,,2003,7,Huesca,Menos_de_24h,3,POINT (0.282722 41.603856),21
24023,2004220019,4.5,2004-06-07,41.612228,0.269638,1,10,22,254,ZAIDÍN,5,,0,,,180,270,40,5,,32.0,2004,6,Huesca,Menos_de_24h,2,POINT (0.269638 41.612228),21
24025,2004220021,4.0,2004-06-11,41.663534,0.201487,1,10,22,167,OSSO DE CINCA,5,,0,,,190,265,26,4,,1209.0,2004,6,Huesca,Menos_de_24h,2,POINT (0.201487 41.663534),21
24040,2004220075,4.0,2004-10-17,41.830443,-0.068888,1,10,22,213,SARIÑENA,5,,0,,,165,225,16,2,,60.0,2004,10,Huesca,Menos_de_24h,4,POINT (-0.068888 41.830443),21
31281,2005220052,3.0,2005-02-19,42.226939,0.323536,1,10,22,117,GRAUS,5,,0,,,50,75,18,5,,1080.0,2005,2,Huesca,Menos_de_24h,1,POINT (0.323536 42.226939),21
31308,2005220105,1.0,2005-03-17,42.463098,0.661576,1,10,22,157,MONTANUY,5,,0,,,80,1455,18,3,,420.0,2005,3,Huesca,Entre_1dia_y_1semana,1,POINT (0.661576 42.463098),21
31316,2005220126,8.0,2005-05-01,42.594705,-0.183394,1,10,22,69,BROTO,5,,0,,,420,1590,15,1,,1118.0,2005,5,Huesca,Entre_1dia_y_1semana,2,POINT (-0.183394 42.594705),21
44519,2007220032,1.13,2007-07-18,41.903318,0.194198,1,10,22,158,MONZÓN,5,,0,,,50,80,11,2,,512.0,2007,7,Huesca,Menos_de_24h,3,POINT (0.194198 41.903318),21
44521,2007220040,1.95,2007-07-30,41.859511,-0.33202,1,10,22,184,POLEÑINO,5,,0,,,90,270,34,4,,1268.0,2007,7,Huesca,Menos_de_24h,3,POINT (-0.33202 41.859511),21
44529,2007220066,21.45,2007-08-21,42.057311,0.105883,1,10,22,48,BARBASTRO,5,,0,,,310,1725,78,13,,19305.0,2007,8,Huesca,Entre_1dia_y_1semana,3,POINT (0.105883 42.057311),21
44532,2007220074,3.8,2007-09-10,42.512135,0.685547,1,10,22,157,MONTANUY,5,,0,,,210,985,18,3,,1938.0,2007,9,Huesca,Menos_de_24h,3,POINT (0.685547 42.512135),21
44536,2007220085,2.1,2007-10-27,41.926282,-0.121215,1,10,22,235,TORRES DE ALCANADRE,5,,0,,,150,215,30,4,,1071.0,2007,10,Huesca,Menos_de_24h,4,POINT (-0.121215 41.926282),21
44541,2007220097,5.52,2007-12-05,42.026167,-0.747999,1,10,22,119,GURREA DE GÁLLEGO,5,,0,,,108,138,8,1,,3202.0,2007,12,Huesca,Menos_de_24h,4,POINT (-0.747999 42.026167),21
47932,2008220001,1.0,2008-02-02,42.297378,-0.634229,1,10,22,149,LOARRE,5,,0,,,47,130,12,2,,550.0,2008,2,Huesca,Menos_de_24h,1,POINT (-0.634229 42.297378),21
47933,2008220003,3.0,2008-01-26,42.716085,-0.328975,1,10,22,204,SALLENT DE GÁLLEGO,5,,0,,,170,205,6,2,,1075.0,2008,1,Huesca,Menos_de_24h,,POINT (-0.328975 42.716085),21
47946,2008220029,1.2,2008-03-12,42.029986,-0.556612,1,10,22,21,ALMUDÉVAR,5,,0,,,23,63,7,1,,660.0,2008,3,Huesca,Menos_de_24h,1,POINT (-0.556612 42.029986),21
57976,2010220034,1.94,2010-05-22,41.537871,0.332404,1,10,22,112,FRAGA,5,,0,,,105,490,15,3,,679.0,2010,5,Huesca,Menos_de_24h,2,POINT (0.332404 41.537871),21
62296,2011220079,2.9,2011-07-27,41.960466,0.193205,1,10,22,22,ALMUNIA DE SAN JUAN,5,,0,,,71,469,24,4,,2233.0,2011,7,Huesca,Menos_de_24h,3,POINT (0.193205 41.960466),21
62299,2011220097,1.99,2011-08-23,42.026641,-0.050766,1,10,22,135,LALUENGA,5,,0,,,97,651,29,9,,1353.0,2011,8,Huesca,Menos_de_24h,3,POINT (-0.050766 42.026641),21
62301,2011220106,4.55,2011-08-24,41.916542,0.234538,1,10,22,158,MONZÓN,5,,0,,,144,436,40,7,,2731.0,2011,8,Huesca,Menos_de_24h,3,POINT (0.234538 41.916542),21
62303,2011220110,1.0,2011-08-08,42.004764,0.12415,1,10,22,48,BARBASTRO,5,,0,,,60,270,17,2,,640.0,2011,8,Huesca,Menos_de_24h,3,POINT (0.12415 42.004764),21
67906,2012220031,1.6,2012-02-19,42.076344,-0.024385,1,10,22,41,AZARA,5,,0,,,46,178,17,3,,560.0,2012,2,Huesca,Menos_de_24h,1,POINT (-0.024385 42.076344),21
67926,2012220081,5.0,2012-03-11,41.96423,0.174782,1,10,22,82,CASTEJÓN DEL PUENTE,5,,0,,,239,411,18,3,,2100.0,2012,3,Huesca,Menos_de_24h,1,POINT (0.174782 41.96423),21
67933,2012220121,1.4,2012-07-14,41.803971,-0.157863,1,10,22,213,SARIÑENA,5,,0,,,202,412,17,4,,630.0,2012,7,Huesca,Menos_de_24h,3,POINT (-0.157863 41.803971),21
72167,2012500047,2.61,2012-02-19,42.160808,-0.751895,1,10,50,220,PUENDELUNA,5,,0,,,135,255,22,2,,18051.0,2012,2,Zaragoza,Menos_de_24h,1,POINT (-0.751895 42.160808),21
73109,2013220004,5.36,2013-02-09,41.769479,0.121238,1,10,22,903,SAN MIGUEL DEL CINCA,5,,0,,,160,265,9,2,,2100.0,2013,2,Huesca,Menos_de_24h,1,POINT (0.121238 41.769479),21
73115,2013220024,1.15,2013-06-04,41.553005,0.341997,1,10,22,112,FRAGA,5,,0,,,90,195,12,1,,182.0,2013,6,Huesca,Menos_de_24h,2,POINT (0.341997 41.553005),21
76059,2014220010,15.03,2014-03-08,42.22786781,0.68275516,1,10,22,35,ARÉN,5,,0,,,240,1140,22,0,,960.0,2014,3,Huesca,Menos_de_24h,1,POINT (0.68275516 42.22786781),21
76060,2014220011,1.68,2014-03-09,41.69083612,0.0727349,1,10,22,165,ONTIÑENA,5,,0,,,165,285,22,4,,330.0,2014,3,Huesca,Menos_de_24h,1,POINT (0.0727349 41.69083612),21
21226,2003490102,2.5,2003-07-23,42.047309,-6.000104,1,17,49,206,SANTIBAÑEZ DE VIDRIALES,5,,0,,,45,255,20,5,,1518.0,2003,7,Zamora,Menos_de_24h,3,POINT (-6.000104 42.047309),46
21293,2003490231,4.0,2003-08-26,41.505292,-5.785788,1,17,49,275,ZAMORA,5,,0,,,100,120,23,3,,,2003,8,Zamora,Menos_de_24h,3,POINT (-5.785788 41.505292),46
28568,2004490012,3.7,2004-01-22,42.1798,-6.650315,1,17,49,189,S JUSTO,5,,0,,,240,240,13,0,,,2004,1,Zamora,Menos_de_24h,,POINT (-6.650315 42.1798),46
28569,2004490013,1.0,2004-01-22,42.140087,-6.713266,1,17,49,85,GALENDE,5,,0,,,105,105,11,0,,865.0,2004,1,Zamora,Menos_de_24h,,POINT (-6.713266 42.140087),46
28786,2004490303,6.0,2004-06-09,41.504156,-6.113793,1,17,49,131,MORALINA,5,,0,,,90,150,31,0,,,2004,6,Zamora,Menos_de_24h,2,POINT (-6.113793 41.504156),46
28828,2004490377,1.0,2004-07-19,41.990315,-6.013609,1,17,49,33,CAMARZANA DE TERA,5,,0,,,45,55,4,1,,,2004,7,Zamora,Menos_de_24h,3,POINT (-6.013609 41.990315),46
28830,2004490380,1.25,2004-07-21,42.012722,-5.868482,1,17,49,171,QUIRUELAS DE VIDRIALES,5,,0,,,90,90,3,2,,192.0,2004,7,Zamora,Menos_de_24h,3,POINT (-5.868482 42.012722),46
28833,2004490385,30.0,2004-07-22,41.99902,-5.776449,1,17,49,231,VEGA DE TERA,5,,0,,,180,1570,20,7,,49327.0,2004,7,Zamora,Entre_1dia_y_1semana,3,POINT (-5.776449 41.99902),46
28855,2004490429,1.0,2004-08-06,41.992049,-6.824555,1,17,49,94,HERMISENDE,5,,0,,,110,170,9,1,,,2004,8,Zamora,Menos_de_24h,3,POINT (-6.824555 41.992049),46
28856,2004490431,1.36,2004-08-07,41.976254,-5.667528,1,17,49,257,VILLANUEVA DE AZOAGUE,5,,0,,,105,120,11,2,,,2004,8,Zamora,Menos_de_24h,3,POINT (-5.667528 41.976254),46
28863,2004490442,1.0,2004-08-16,42.103464,-5.905561,1,17,49,130,MORALES DE VALVERDE,5,,0,,,130,130,3,1,,,2004,8,Zamora,Menos_de_24h,3,POINT (-5.905561 42.103464),46
28868,2004490447,3.0,2004-08-21,42.020785,-5.678448,1,17,49,21,BENAVENTE,5,,0,,,55,75,3,1,,,2004,8,Zamora,Menos_de_24h,3,POINT (-5.678448 42.020785),46
28870,2004490450,2.0,2004-08-23,41.431024,-5.570564,1,17,49,210,SANZOLES,5,,0,,,105,150,55,2,,,2004,8,Zamora,Menos_de_24h,3,POINT (-5.570564 41.431024),46
28872,2004490453,2.0,2004-08-25,42.008488,-5.551011,1,17,49,82,FUENTES DE ROPEL,5,,0,,,75,90,1,1,,,2004,8,Zamora,Menos_de_24h,3,POINT (-5.551011 42.008488),46
28902,2004490527,12.0,2004-09-27,41.745636,-5.409986,1,17,49,20,BELVER DE LOS MONTES,5,,0,,,60,135,58,8,,,2004,9,Zamora,Menos_de_24h,3,POINT (-5.409986 41.745636),46
37607,2005490272,9.0,2005-03-02,42.098247,-5.882118,1,17,49,15,ARRABALDE,5,,0,,,135,195,7,0,,,2005,3,Zamora,Menos_de_24h,1,POINT (-5.882118 42.098247),46
37696,2005490417,2.0,2005-03-18,41.469158,-5.871853,1,17,49,152,PERERUELA,5,,0,,,110,180,11,2,,,2005,3,Zamora,Menos_de_24h,1,POINT (-5.871853 41.469158),46
37764,2005490514,8.2,2005-05-26,42.086566,-5.799283,1,17,49,203,STA MARIA DE LA VEGA,5,,0,,,140,150,17,2,,,2005,5,Zamora,Menos_de_24h,2,POINT (-5.799283 42.086566),46
37768,2005490521,11.0,2005-05-28,42.005968,-5.685879,1,17,49,21,BENAVENTE,5,,0,,,50,65,6,1,,,2005,5,Zamora,Menos_de_24h,2,POINT (-5.685879 42.005968),46
37770,2005490523,3.2,2005-05-28,42.000473,-5.671667,1,17,49,21,BENAVENTE,5,,0,,,40,60,10,3,,,2005,5,Zamora,Menos_de_24h,2,POINT (-5.671667 42.000473),46
37771,2005490524,5.13,2005-05-28,42.006658,-5.66712,1,17,49,21,BENAVENTE,5,,0,,,65,90,19,4,,,2005,5,Zamora,Menos_de_24h,2,POINT (-5.66712 42.006658),46
37797,2005490558,5.0,2005-06-15,41.605965,-5.896011,1,17,49,142,PALACIOS DEL PAN,5,,0,,,75,125,27,3,472.0,,2005,6,Zamora,Menos_de_24h,2,POINT (-5.896011 41.605965),46
37815,2005490587,6.0,2005-06-25,41.757895,-5.58426,1,17,49,42,CASTRONUEVO,5,,0,,,75,110,28,8,,,2005,6,Zamora,Menos_de_24h,2,POINT (-5.58426 41.757895),46
37832,2005490617,1.02,2005-07-10,41.996326,-5.667196,1,17,49,21,BENAVENTE,5,,0,,,15,50,10,2,,,2005,7,Zamora,Menos_de_24h,3,POINT (-5.667196 41.996326),46
37857,2005490668,2.5,2005-08-08,41.325447,-5.580781,1,17,49,191,S MIGUEL DE LA RIBERA,5,,0,,,90,180,56,5,493.0,,2005,8,Zamora,Menos_de_24h,3,POINT (-5.580781 41.325447),46
43511,2006490106,1.0,2006-05-27,41.999563,-5.9457,1,17,49,205,SANTIBAÑEZ DE TERA,5,,0,,,45,60,3,0,,,2006,5,Zamora,Menos_de_24h,2,POINT (-5.9457 41.999563),46
43529,2006490140,4.0,2006-07-03,42.037681,-5.683374,1,17,49,21,BENAVENTE,5,,0,,,95,110,21,2,,,2006,7,Zamora,Menos_de_24h,3,POINT (-5.683374 42.037681),46
43546,2006490187,1.0,2006-08-03,41.304605,-5.396808,1,17,49,24,BOVEDA DE TORO LA,5,,0,,,60,180,10,2,,,2006,8,Zamora,Menos_de_24h,3,POINT (-5.396808 41.304605),46
43549,2006490193,2.0,2006-08-05,41.529302,-5.634967,1,17,49,53,CORESES,5,,0,,,60,90,33,4,,,2006,8,Zamora,Menos_de_24h,3,POINT (-5.634967 41.529302),46
43566,2006490224,1.0,2006-08-30,41.47045,-5.880663,1,17,49,152,PERERUELA,5,,0,,,95,140,15,2,693.0,,2006,8,Zamora,Menos_de_24h,3,POINT (-5.880663 41.47045),46
43573,2006490235,1.5,2006-09-02,42.123908,-6.072577,1,17,49,18,AYOO DE VIDRIALES,5,,0,,,45,73,21,1,196.0,,2006,9,Zamora,Menos_de_24h,3,POINT (-6.072577 42.123908),46
43574,2006490238,1.0,2006-09-03,41.304605,-5.396808,1,17,49,24,BOVEDA DE TORO LA,5,,0,,,55,175,8,2,,,2006,9,Zamora,Menos_de_24h,3,POINT (-5.396808 41.304605),46
43587,2006490264,1.5,2006-09-09,42.026613,-6.181078,1,17,49,231,VEGA DE TERA,5,,0,,,75,120,3,1,588.0,,2006,9,Zamora,Menos_de_24h,3,POINT (-6.181078 42.026613),46
46918,2007490223,2.0,2007-11-08,42.096778,-5.761051,1,17,49,159,POBLADURA DEL VALLE,5,,0,,,75,75,6,3,,,2007,11,Zamora,Menos_de_24h,4,POINT (-5.761051 42.096778),46
51242,2008490299,1.0,2008-07-28,41.6377,-5.796878,1,17,49,123,MONTAMARTA,5,,0,,,105,115,59,11,,,2008,7,Zamora,Menos_de_24h,3,POINT (-5.796878 41.6377),46
51308,2008490434,3.0,2008-10-06,41.40331,-5.332822,1,17,49,219,TORO,5,,0,,,95,180,18,2,,,2008,10,Zamora,Menos_de_24h,4,POINT (-5.332822 41.40331),46
53816,2009320485,4.0,2009-03-20,42.053143,-7.000941,1,3,32,48,"MEZQUITA, A",5,,0,,,120,150,19,2,,0.0,2009,3,Ourense,Menos_de_24h,1,POINT (-7.000941 42.053143),46
57048,2009490434,1.3,2009-07-11,41.532411,-5.537217,1,17,49,219,TORO,5,,0,,,62,185,28,4,,,2009,7,Zamora,Menos_de_24h,3,POINT (-5.537217 41.532411),46
61043,2010490137,7.6,2010-12-16,41.514254,-5.98516,1,17,49,135,MUELAS DEL PAN,5,,0,,,84,84,3,0,,,2010,12,Zamora,Menos_de_24h,4,POINT (-5.98516 41.514254),46
66521,2011490267,1.2,2011-08-20,42.234358,-6.753544,1,17,49,162,PORTO,5,,0,,,76,116,9,1,,,2011,8,Zamora,Menos_de_24h,3,POINT (-6.753544 42.234358),46
72114,2012490414,1.5,2012-06-01,41.53495,-5.834718,1,17,49,275,ZAMORA,5,,0,0.0,0.0,236,356,10,2,,,2012,6,Zamora,Menos_de_24h,2,POINT (-5.834718 41.53495),46
78427,2014490096,1.83,2014-07-08,42.06549138,-6.06154196,1,17,49,27,BRIME DE SOG,5,,0,0.0,1.0,40,110,31,4,,,2014,7,Zamora,Menos_de_24h,3,POINT (-6.06154196 42.06549138),46
6883,2001500026,4.5,2001-04-22,41.526664,-1.578442,1,10,50,57,BREA DE ARAGÓN,5,,0,,,120,540,21,4,,595.0,2001,4,Zaragoza,Menos_de_24h,2,POINT (-1.578442 41.526664),47
6889,2001500061,1.0,2001-06-05,42.11448,-1.185566,1,10,50,95,EJEA DE LOS CABALLEROS,5,,0,,,0,150,11,1,,12.0,2001,6,Zaragoza,Menos_de_24h,2,POINT (-1.185566 42.11448),47
6893,2001500072,1.0,2001-06-25,41.53801,-1.622549,1,10,50,126,ILLUECA,5,,0,,,0,120,61,2,,,2001,6,Zaragoza,Menos_de_24h,2,POINT (-1.622549 41.53801),47
6896,2001500078,1.5,2001-06-28,41.321598,-1.289284,1,10,50,4,AGUARÓN,5,,0,,,0,85,8,1,,6.0,2001,6,Zaragoza,Menos_de_24h,2,POINT (-1.289284 41.321598),47
6905,2001500100,3.0,2001-07-27,41.604924,-1.807133,1,10,50,31,ARANDA DE MONCAYO,5,,0,,,90,345,16,3,,18.0,2001,7,Zaragoza,Menos_de_24h,3,POINT (-1.807133 41.604924),47
6914,2001500119,2.0,2001-08-10,42.244717,-1.328499,1,10,50,230,SÁDABA,5,,0,,,15,90,12,1,,6.0,2001,8,Zaragoza,Menos_de_24h,3,POINT (-1.328499 42.244717),47
14719,2002500072,4.0,2002-02-26,41.522491,-1.53299,1,10,50,32,ARÁNDIGA,5,,0,,,0,255,1,0,,2084.0,2002,2,Zaragoza,Menos_de_24h,1,POINT (-1.53299 41.522491),47
21359,2003500062,2.0,2003-06-22,41.386408,-1.261884,1,10,50,88,COSUENDA,5,,0,,,0,210,4,1,,12.0,2003,6,Zaragoza,Menos_de_24h,2,POINT (-1.261884 41.386408),47
21373,2003500101,5.09,2003-08-04,41.262658,-0.085669,1,10,50,74,CASPE,5,,0,,,135,565,25,4,,147.0,2003,8,Zaragoza,Menos_de_24h,3,POINT (-0.085669 41.262658),47
21379,2003500134,544.0,2003-08-12,41.342477,0.162991,1,10,50,165,MEQUINENZA,5,,0,,,3460,5760,282,16,,86828.0,2003,8,Zaragoza,Entre_1dia_y_1semana,3,POINT (0.162991 41.342477),47
28977,2004500036,1.0,2004-06-02,41.826788,-1.544438,1,10,50,55,BORJA,5,,0,,,105,210,15,2,,802.0,2004,6,Zaragoza,Menos_de_24h,2,POINT (-1.544438 41.826788),47
28982,2004500060,2.0,2004-06-14,42.095429,-1.165553,1,10,50,95,EJEA DE LOS CABALLEROS,5,,0,,,0,270,15,2,,6.0,2004,6,Zaragoza,Menos_de_24h,2,POINT (-1.165553 42.095429),47
28990,2004500089,1.5,2004-07-03,41.716564,-1.031352,1,10,50,297,ZARAGOZA,5,,0,,,110,230,9,3,,,2004,7,Zaragoza,Menos_de_24h,3,POINT (-1.031352 41.716564),47
28998,2004500122,1.2,2004-07-31,41.654305,-0.5161,1,10,50,104,FARLETE,5,,0,,,135,335,27,22,,18.0,2004,7,Zaragoza,Menos_de_24h,3,POINT (-0.5161 41.654305),47
37992,2005500094,1.0,2005-03-16,41.275321,-1.1905,1,10,50,200,PANIZA,5,,0,,,0,180,12,1,72.0,,2005,3,Zaragoza,Menos_de_24h,1,POINT (-1.1905 41.275321),47
37994,2005500099,10.0,2005-03-17,42.302259,-1.261466,1,10,50,230,SÁDABA,5,,0,,,0,150,15,2,75.0,,2005,3,Zaragoza,Menos_de_24h,1,POINT (-1.261466 42.302259),47
38012,2005500147,8.0,2005-04-16,41.295797,-0.312251,1,10,50,240,SÁSTAGO,5,,0,,,0,4080,8,1,144.0,0.0,2005,4,Zaragoza,Entre_1dia_y_1semana,2,POINT (-0.312251 41.295797),47
38029,2005500222,1.0,2005-07-21,42.20631,-1.130368,1,10,50,95,EJEA DE LOS CABALLEROS,5,,0,,,0,140,16,2,144.0,,2005,7,Zaragoza,Menos_de_24h,3,POINT (-1.130368 42.20631),47
38038,2005500251,1.05,2005-09-05,41.561366,-0.616279,1,10,50,199,OSERA DE EBRO,5,,0,,,60,240,11,4,72.0,,2005,9,Zaragoza,Menos_de_24h,3,POINT (-0.616279 41.561366),47
43609,2006500040,1.0,2006-03-12,41.751749,-1.024865,1,10,50,247,SOBRADIEL,5,,0,,,99,250,7,1,,,2006,3,Zaragoza,Menos_de_24h,1,POINT (-1.024865 41.751749),47
43623,2006500104,1.19,2006-06-03,42.117174,-1.142886,1,10,50,95,EJEA DE LOS CABALLEROS,5,,0,,,0,75,15,1,,,2006,6,Zaragoza,Menos_de_24h,2,POINT (-1.142886 42.117174),47
47022,2007500112,14.0,2007-07-25,41.597352,-0.957986,1,10,50,297,ZARAGOZA,5,,0,,,80,200,34,5,,28.0,2007,7,Zaragoza,Menos_de_24h,3,POINT (-0.957986 41.597352),47
47023,2007500114,3.5,2007-07-29,41.629585,-0.861846,1,10,50,297,ZARAGOZA,5,,0,,,55,105,15,3,,6.0,2007,7,Zaragoza,Menos_de_24h,3,POINT (-0.861846 41.629585),47
47031,2007500148,5.76,2007-10-21,41.818514,-1.351418,1,10,50,153,MAGALLÓN,5,,0,,,120,180,6,2,,10.0,2007,10,Zaragoza,Menos_de_24h,4,POINT (-1.351418 41.818514),47
47038,2007500159,5.0,2007-11-11,41.88598,-1.366438,1,10,50,160,MALLÉN,5,,0,,,225,405,17,2,,44.0,2007,11,Zaragoza,Menos_de_24h,4,POINT (-1.366438 41.88598),47
47039,2007500163,1.08,2007-11-16,41.472271,-0.957212,1,10,50,163,MARÍA DE HUERVA,5,,0,,,100,168,14,1,,71.0,2007,11,Zaragoza,Menos_de_24h,4,POINT (-0.957212 41.472271),47
51365,2008500036,3.6,2008-02-14,42.350899,-1.306626,1,10,50,78,CASTILISCAR,5,,0,,,90,150,18,1,,,2008,2,Zaragoza,Menos_de_24h,1,POINT (-1.306626 42.350899),47
51366,2008500046,1.34,2008-02-17,41.304884,-1.913699,1,10,50,87,CONTAMINA,5,,0,,,60,75,6,2,,,2008,2,Zaragoza,Menos_de_24h,1,POINT (-1.913699 41.304884),47
51372,2008500054,1.01,2008-03-02,41.327136,-2.139951,1,10,50,172,MONREAL DE ARIZA,5,,0,,,60,100,6,1,,,2008,3,Zaragoza,Menos_de_24h,1,POINT (-2.139951 41.327136),47
51374,2008500056,1.37,2008-03-06,41.293766,-1.811327,1,10,50,76,CASTEJÓN DE LAS ARMAS,5,,0,,,45,195,15,2,,,2008,3,Zaragoza,Menos_de_24h,1,POINT (-1.811327 41.293766),47
51375,2008500060,1.14,2008-03-11,41.279027,-1.860957,1,10,50,120,GODOJOS,5,,0,,,75,135,6,2,,,2008,3,Zaragoza,Menos_de_24h,1,POINT (-1.860957 41.279027),47
51385,2008500105,5.89,2008-04-06,41.206429,-1.845101,1,10,50,125,IBDES,5,,0,,,225,345,14,3,,,2008,4,Zaragoza,Menos_de_24h,2,POINT (-1.845101 41.206429),47
51401,2008500178,1.25,2008-10-05,41.79616,-1.530532,1,10,50,6,AINZÓN,5,,0,,,75,195,13,2,,,2008,10,Zaragoza,Menos_de_24h,4,POINT (-1.530532 41.79616),47
57148,2009500094,1.2,2009-05-20,41.822062,-1.524846,1,10,50,6,AINZÓN,5,,0,,,130,760,37,4,,0.0,2009,5,Zaragoza,Menos_de_24h,2,POINT (-1.524846 41.822062),47
57157,2009500141,1.6,2009-07-05,41.576302,-1.812578,1,10,50,31,ARANDA DE MONCAYO,5,,0,,,85,355,21,3,,,2009,7,Zaragoza,Menos_de_24h,3,POINT (-1.812578 41.576302),47
57159,2009500153,813.0,2009-07-18,41.281511,0.225312,1,10,50,165,MEQUINENZA,5,,0,,,3259,4759,300,65,,736890.0,2009,7,Zaragoza,Entre_1dia_y_1semana,3,POINT (0.225312 41.281511),47
57169,2009500189,6.4,2009-08-29,41.783762,-1.723823,1,10,50,30,AÑÓN DE MONCAYO,5,,0,,,725,1355,67,5,,37.0,2009,8,Zaragoza,Menos_de_24h,3,POINT (-1.723823 41.783762),47
61055,2010500040,1.33,2010-03-15,41.80143,-1.142646,1,10,50,262,TORRES DE BERRELLÉN,5,,0,,,65,120,11,1,,0.0,2010,3,Zaragoza,Menos_de_24h,1,POINT (-1.142646 41.80143),47
61064,2010500063,1.72,2010-04-02,41.58357,-1.777259,1,10,50,31,ARANDA DE MONCAYO,5,,0,,,115,143,10,1,,0.0,2010,4,Zaragoza,Menos_de_24h,2,POINT (-1.777259 41.58357),47
61077,2010500138,1.07,2010-07-20,41.555824,-0.957088,1,10,50,66,CADRETE,5,,0,,,150,214,24,3,,0.0,2010,7,Zaragoza,Menos_de_24h,3,POINT (-0.957088 41.555824),47
66669,2011500088,1.34,2011-04-18,41.656504,-0.846352,1,10,50,297,ZARAGOZA,5,,0,,,45,205,29,4,,,2011,4,Zaragoza,Menos_de_24h,2,POINT (-0.846352 41.656504),47
66670,2011500093,1.87,2011-04-28,41.870657,-0.778808,1,10,50,298,ZUERA,5,,0,,,97,202,18,3,,3.0,2011,4,Zaragoza,Menos_de_24h,2,POINT (-0.778808 41.870657),47
72165,2012500041,1.06,2012-02-16,41.749492,-1.170832,1,10,50,107,FIGUERUELAS,5,,0,,,230,325,13,3,,3.0,2012,2,Zaragoza,Menos_de_24h,1,POINT (-1.170832 41.749492),47
72171,2012500054,2.13,2012-02-21,41.56891,-1.775892,1,10,50,31,ARANDA DE MONCAYO,5,,0,,,99,183,29,3,,2.0,2012,2,Zaragoza,Menos_de_24h,1,POINT (-1.775892 41.56891),47
72189,2012500096,1.01,2012-02-26,41.88396,-1.43608,1,10,50,111,FRÉSCANO,5,,0,,,122,152,5,1,,1.0,2012,2,Zaragoza,Menos_de_24h,1,POINT (-1.43608 41.88396),47
72204,2012500160,7.12,2012-05-12,41.790106,-1.130794,1,10,50,8,ALAGÓN,5,,0,,,118,488,26,5,,23005.0,2012,5,Zaragoza,Menos_de_24h,2,POINT (-1.130794 41.790106),47
72205,2012500161,13.76,2012-05-12,41.819816,-1.174852,1,10,50,13,ALCALÁ DE EBRO,5,,0,,,200,455,30,8,,11210.0,2012,5,Zaragoza,Menos_de_24h,2,POINT (-1.174852 41.819816),47
72206,2012500165,6.53,2012-05-13,41.86969,-0.779565,1,10,50,298,ZUERA,5,,0,,,117,1852,28,6,,45256.0,2012,5,Zaragoza,Entre_1dia_y_1semana,2,POINT (-0.779565 41.86969),47
72207,2012500168,2.1,2012-05-14,41.71239,-1.19792,1,10,50,212,PLEITAS,5,,0,,,207,927,35,4,,1752.0,2012,5,Zaragoza,Menos_de_24h,2,POINT (-1.19792 41.71239),47
72209,2012500173,3.23,2012-05-26,41.822389,-1.526464,1,10,50,6,AINZÓN,5,,0,,2.0,224,1614,47,4,,5254.0,2012,5,Zaragoza,Entre_1dia_y_1semana,2,POINT (-1.526464 41.822389),47
