,id,superficie,fecha,lat,lng,idcomunidad,idprovincia,idmunicipio,municipio,causa,time_ctrl,time_ext,year,month,Provincias,class_per_time,class_per_trimester,geometry,index_right,Y,recursos,Eficiencia,Recursos_ha
6970,2002020064,1.0,2002-07-05,38.68645,-2.495981,11,2,8,ALCARAZ,3,103,388,2002,7,Albacete,Menos_de_24h,3.0,POINT (-2.495981 38.68645),1,0,45,285.0,45.0
6972,2002020067,4.0,2002-07-12,39.003172,-2.505255,11,2,19,"BONILLO, EL",3,125,380,2002,7,Albacete,Menos_de_24h,3.0,POINT (-2.505255 39.003172),1,0,77,63.75,19.25
6978,2002020083,1.0,2002-08-15,39.402811,-1.536593,11,2,79,VILLAMALEA,1,235,1695,2002,8,Albacete,Entre_1dia_y_1semana,3.0,POINT (-1.536593 39.402811),1,0,20,1460.0,20.0
6979,2002020086,1.5,2002-08-17,39.29162,-1.190775,11,2,13,BALSA DE VES,1,105,675,2002,8,Albacete,Menos_de_24h,3.0,POINT (-1.190775 39.29162),1,0,37,380.0,24.666666666666668
6981,2002020089,3.0,2002-08-21,39.205475,-2.562247,11,2,81,VILLARROBLEDO,2,115,230,2002,8,Albacete,Menos_de_24h,3.0,POINT (-2.562247 39.205475),1,0,9,38.333333333333336,3.0
14766,2003020015,1.7,2003-03-19,39.389658,-1.506295,11,2,79,VILLAMALEA,2,120,240,2003,3,Albacete,Menos_de_24h,1.0,POINT (-1.506295 39.389658),1,0,6,70.58823529411765,3.5294117647058822
14767,2003020018,3.5,2003-03-26,38.525983,-2.608956,11,2,16,BIENSERVIDA,2,140,380,2003,3,Albacete,Menos_de_24h,1.0,POINT (-2.608956 38.525983),1,0,42,68.57142857142857,12.0
14774,2003020047,1.0,2003-06-24,38.516686,-2.629447,11,2,16,BIENSERVIDA,2,85,170,2003,6,Albacete,Menos_de_24h,2.0,POINT (-2.629447 38.516686),1,0,27,85.0,27.0
14779,2003020068,1.0,2003-07-19,39.100177,-1.970342,11,2,35,"GINETA, LA",2,125,140,2003,7,Albacete,Menos_de_24h,3.0,POINT (-1.970342 39.100177),1,0,7,15.0,7.0
14780,2003020074,5.2,2003-07-20,39.034751,-1.64993,11,2,29,CHINCHILLA DE MONTE-ARAGÓN,1,195,1422,2003,7,Albacete,Menos_de_24h,3.0,POINT (-1.64993 39.034751),1,0,64,235.96153846153845,12.307692307692307
14781,2003020076,7.0,2003-07-22,38.640256,-2.461879,11,2,8,ALCARAZ,2,130,1750,2003,7,Albacete,Entre_1dia_y_1semana,3.0,POINT (-2.461879 38.640256),1,0,47,231.42857142857142,6.714285714285714
14786,2003020106,50.0,2003-08-15,38.525251,-2.177279,11,2,11,AYNA,1,249,4719,2003,8,Albacete,Entre_1dia_y_1semana,3.0,POINT (-2.177279 38.525251),1,0,183,89.4,3.66
14787,2003020107,4.0,2003-08-15,38.541529,-2.187983,11,2,11,AYNA,1,180,3240,2003,8,Albacete,Entre_1dia_y_1semana,3.0,POINT (-2.187983 38.541529),1,0,25,765.0,6.25
14790,2003020145,1.0,2003-09-29,38.681603,-2.475964,11,2,8,ALCARAZ,2,85,375,2003,9,Albacete,Menos_de_24h,3.0,POINT (-2.475964 38.681603),1,0,33,290.0,33.0
21393,2004020018,3.0,2004-04-13,39.153595,-1.704114,11,2,75,VALDEGANGA,2,295,345,2004,4,Albacete,Menos_de_24h,2.0,POINT (-1.704114 39.153595),1,0,14,16.666666666666668,4.666666666666667
21394,2004020019,1.0,2004-04-14,38.69874,-1.511233,11,2,33,FUENTE-ÁLAMO,2,60,85,2004,4,Albacete,Menos_de_24h,2.0,POINT (-1.511233 38.69874),1,0,13,25.0,13.0
21396,2004020027,4.69,2004-06-20,38.753969,-2.556813,11,2,8,ALCARAZ,3,60,170,2004,6,Albacete,Menos_de_24h,2.0,POINT (-2.556813 38.753969),1,0,16,23.45415778251599,3.411513859275053
21397,2004020029,3.6,2004-06-28,39.172204,-2.191232,11,2,69,"RODA, LA",3,55,480,2004,6,Albacete,Menos_de_24h,2.0,POINT (-2.191232 39.172204),1,0,26,118.05555555555556,7.222222222222222
21398,2004020030,1.5,2004-06-28,38.628823,-2.68837,11,2,8,ALCARAZ,1,55,150,2004,6,Albacete,Menos_de_24h,2.0,POINT (-2.68837 38.628823),1,0,49,63.333333333333336,32.666666666666664
21399,2004020037,78.0,2004-06-29,38.337223,-1.645242,11,2,37,HELLÍN,1,2235,3690,2004,6,Albacete,Entre_1dia_y_1semana,2.0,POINT (-1.645242 38.337223),1,0,178,18.653846153846153,2.282051282051282
21401,2004020052,4.0,2004-07-11,38.515307,-1.728393,11,2,37,HELLÍN,4,30,210,2004,7,Albacete,Menos_de_24h,3.0,POINT (-1.728393 38.515307),1,1,17,45.0,4.25
21408,2004020076,2.0,2004-08-14,39.143788,-1.686925,11,2,75,VALDEGANGA,2,45,140,2004,8,Albacete,Menos_de_24h,3.0,POINT (-1.686925 39.143788),1,0,29,47.5,14.5
21417,2004020094,1.5,2004-09-10,38.391258,-1.772912,11,2,37,HELLÍN,1,185,1250,2004,9,Albacete,Menos_de_24h,3.0,POINT (-1.772912 38.391258),1,0,51,710.0,34.0
21418,2004020101,3.4,2004-10-02,38.673234,-2.503281,11,2,8,ALCARAZ,2,49,220,2004,10,Albacete,Menos_de_24h,4.0,POINT (-2.503281 38.673234),1,0,29,50.294117647058826,8.529411764705882
21420,2004020105,1.1,2004-10-09,38.408425,-2.33112,11,2,86,YESTE,2,150,945,2004,10,Albacete,Menos_de_24h,4.0,POINT (-2.33112 38.408425),1,0,77,722.7272727272726,70.0
21422,2004020119,3.0,2004-11-15,38.734963,-2.08982,11,2,60,PEÑAS DE SAN PEDRO,2,60,300,2004,11,Albacete,Menos_de_24h,4.0,POINT (-2.08982 38.734963),1,0,45,80.0,15.0
29047,2005020001,1.5,2005-01-07,38.592201,-2.355828,11,2,58,PATERNA  DEL MADERA,2,75,125,2005,1,Albacete,Menos_de_24h,,POINT (-2.355828 38.592201),1,0,15,33.333333333333336,10.0
29048,2005020005,2.0,2005-01-24,38.541382,-1.632069,11,2,37,HELLÍN,2,90,120,2005,1,Albacete,Menos_de_24h,,POINT (-1.632069 38.541382),1,0,9,15.0,4.5
29053,2005020023,2.0,2005-03-07,39.327123,-1.335291,11,2,82,VILLATOYA,2,110,2890,2005,3,Albacete,Entre_1dia_y_1semana,1.0,POINT (-1.335291 39.327123),1,0,26,1390.0,13.0
29056,2005020030,2.89,2005-03-16,38.44042,-2.545788,11,2,84,VILLAVERDE DE GUADALIMAR,2,195,4140,2005,3,Albacete,Entre_1dia_y_1semana,1.0,POINT (-2.545788 38.44042),1,0,57,1365.0519031141869,19.72318339100346
29058,2005020035,1.14,2005-03-21,38.369054,-2.0952,11,2,42,LETUR,2,180,390,2005,3,Albacete,Menos_de_24h,1.0,POINT (-2.0952 38.369054),1,0,53,184.21052631578948,46.491228070175445
29059,2005020039,1.5,2005-03-24,38.682308,-2.589079,11,2,62,POVEDILLA,2,90,180,2005,3,Albacete,Menos_de_24h,1.0,POINT (-2.589079 38.682308),1,0,9,60.0,6.0
29060,2005020040,3.0,2005-03-25,38.482961,-2.271592,11,2,49,MOLINICOS,2,240,1530,2005,3,Albacete,Entre_1dia_y_1semana,1.0,POINT (-2.271592 38.482961),1,0,42,430.0,14.0
29061,2005020041,1.0,2005-03-25,38.46295,-2.281192,11,2,49,MOLINICOS,2,60,120,2005,3,Albacete,Menos_de_24h,1.0,POINT (-2.281192 38.46295),1,0,15,60.0,15.0
29064,2005020047,1.5,2005-04-01,38.574739,-2.379667,11,2,58,PATERNA  DEL MADERA,2,40,160,2005,4,Albacete,Menos_de_24h,2.0,POINT (-2.379667 38.574739),1,0,22,80.0,14.666666666666666
29068,2005020052,1.5,2005-04-13,38.443901,-1.74876,11,2,37,HELLÍN,2,45,150,2005,4,Albacete,Menos_de_24h,2.0,POINT (-1.74876 38.443901),1,0,7,70.0,4.666666666666667
29071,2005020061,1.1,2005-04-27,39.110061,-1.257869,11,2,20,CARCELÉN,2,175,550,2005,4,Albacete,Menos_de_24h,2.0,POINT (-1.257869 39.110061),1,0,26,340.9090909090909,23.636363636363633
29072,2005020065,1.1,2005-04-30,38.440709,-2.047499,11,2,30,ELCHE DE LA SIERRA,2,75,135,2005,4,Albacete,Menos_de_24h,2.0,POINT (-2.047499 38.440709),1,0,10,54.54545454545454,9.09090909090909
29075,2005020074,2.3,2005-05-11,39.142092,-1.686714,11,2,75,VALDEGANGA,2,313,1233,2005,5,Albacete,Menos_de_24h,2.0,POINT (-1.686714 39.142092),1,0,16,400.00000000000006,6.9565217391304355
29076,2005020080,1.0,2005-05-22,38.783676,-2.376307,11,2,68,ROBLEDO,2,135,230,2005,5,Albacete,Menos_de_24h,2.0,POINT (-2.376307 38.783676),1,0,10,95.0,10.0
29081,2005020097,11.3,2005-06-21,39.294773,-1.219382,11,2,13,BALSA DE VES,1,723,4428,2005,6,Albacete,Entre_1dia_y_1semana,2.0,POINT (-1.219382 39.294773),1,0,92,327.87610619469024,8.141592920353983
29082,2005020098,2.8,2005-06-22,38.674656,-2.208484,11,2,59,PEÑASCOSA,1,270,1725,2005,6,Albacete,Entre_1dia_y_1semana,2.0,POINT (-2.208484 38.674656),1,0,32,519.6428571428572,11.428571428571429
29083,2005020122,1.0,2005-07-08,39.116291,-1.858394,11,2,3,ALBACETE,1,23,83,2005,7,Albacete,Menos_de_24h,3.0,POINT (-1.858394 39.116291),1,0,14,60.0,14.0
29086,2005020150,1.2,2005-09-19,38.551801,-2.306956,11,2,49,MOLINICOS,2,70,430,2005,9,Albacete,Menos_de_24h,3.0,POINT (-2.306956 38.551801),1,0,28,300.0,23.333333333333336
32620,2005300108,3.5,2005-08-14,38.365269,-1.770524,8,30,28,MORATALLA,2,160,270,2005,8,Murcia,Menos_de_24h,3.0,POINT (-1.770524 38.365269),1,0,186,31.428571428571427,53.142857142857146
38049,2006020001,1.5,2006-02-18,38.419124,-2.250835,11,2,86,YESTE,2,130,265,2006,2,Albacete,Menos_de_24h,1.0,POINT (-2.250835 38.419124),1,0,28,90.0,18.666666666666668
38050,2006020004,2.0,2006-03-14,38.493864,-2.419728,11,2,67,RIÓPAR,2,85,115,2006,3,Albacete,Menos_de_24h,1.0,POINT (-2.419728 38.493864),1,0,26,15.0,13.0
38051,2006020005,1.22,2006-03-15,38.803276,-2.329126,11,2,68,ROBLEDO,2,60,95,2006,3,Albacete,Menos_de_24h,1.0,POINT (-2.329126 38.803276),1,0,7,28.688524590163937,5.737704918032787
38052,2006020022,1.75,2006-04-12,38.352688,-1.96449,11,2,31,FÉREZ,2,72,412,2006,4,Albacete,Menos_de_24h,2.0,POINT (-1.96449 38.352688),1,0,38,194.28571428571428,21.714285714285715
38053,2006020029,1.74,2006-05-14,39.177864,-1.919081,11,2,3,ALBACETE,2,230,1515,2006,5,Albacete,Entre_1dia_y_1semana,2.0,POINT (-1.919081 39.177864),1,0,44,738.5057471264367,25.28735632183908
38054,2006020037,1.0,2006-06-06,39.034713,-2.237955,11,2,15,BARRAX,3,63,83,2006,6,Albacete,Menos_de_24h,2.0,POINT (-2.237955 39.034713),1,0,16,20.0,16.0
38055,2006020046,4.92,2006-07-02,38.514585,-2.407747,11,2,67,RIÓPAR,2,286,3310,2006,7,Albacete,Entre_1dia_y_1semana,3.0,POINT (-2.407747 38.514585),1,0,177,614.6341463414634,35.97560975609756
38056,2006020048,1.91,2006-07-09,38.723152,-2.034063,11,2,60,PEÑAS DE SAN PEDRO,2,105,1455,2006,7,Albacete,Entre_1dia_y_1semana,3.0,POINT (-2.034063 38.723152),1,0,53,706.8062827225132,27.748691099476442
38057,2006020056,3.0,2006-07-30,38.634891,-2.272883,11,2,58,PATERNA  DEL MADERA,2,205,340,2006,7,Albacete,Menos_de_24h,3.0,POINT (-2.272883 38.634891),1,0,73,45.0,24.333333333333332
38058,2006020064,45.0,2006-08-12,38.784186,-1.484809,11,2,61,PÉTROLA,3,214,1652,2006,8,Albacete,Entre_1dia_y_1semana,3.0,POINT (-1.484809 38.784186),1,0,82,31.955555555555556,1.8222222222222222
43643,2007020038,1.2,2007-08-05,39.364389,-1.395635,11,2,24,CASAS-IBÁÑEZ,1,80,1010,2007,8,Albacete,Menos_de_24h,3.0,POINT (-1.395635 39.364389),1,0,48,775.0,40.0
43644,2007020042,1.25,2007-08-11,38.660761,-1.742582,11,2,74,TOBARRA,1,100,482,2007,8,Albacete,Menos_de_24h,3.0,POINT (-1.742582 38.660761),1,0,47,305.6,37.6
43645,2007020048,2.92,2007-08-29,38.839138,-1.716808,11,2,29,CHINCHILLA DE MONTE-ARAGÓN,3,40,186,2007,8,Albacete,Menos_de_24h,3.0,POINT (-1.716808 38.839138),1,0,23,50.0,7.876712328767123
43646,2007020049,1.4,2007-08-29,39.194363,-1.715894,11,2,46,MAHORA,2,58,119,2007,8,Albacete,Menos_de_24h,3.0,POINT (-1.715894 39.194363),1,0,23,43.57142857142858,16.42857142857143
47054,2008029007,3.0,2008-03-04,38.554597,-2.612003,11,2,80,VILLAPALACIOS,2,89,180,2008,3,Albacete,Menos_de_24h,1.0,POINT (-2.612003 38.554597),1,0,20,30.333333333333332,6.666666666666667
47055,2008029010,10.0,2008-03-07,38.457853,-2.229277,11,2,49,MOLINICOS,2,282,1563,2008,3,Albacete,Entre_1dia_y_1semana,1.0,POINT (-2.229277 38.457853),1,0,37,128.1,3.7
47057,2008029014,2.5,2008-03-15,39.178636,-1.494297,11,2,66,"RECUEJA, LA",2,120,420,2008,3,Albacete,Menos_de_24h,1.0,POINT (-1.494297 39.178636),1,0,14,120.0,5.6
51419,2009020009,2.45,2009-02-23,38.507953,-2.400702,11,2,67,RIÓPAR,2,49,194,2009,2,Albacete,Menos_de_24h,1.0,POINT (-2.400702 38.507953),1,0,16,59.18367346938775,6.530612244897958
51420,2009020064,8.42,2009-05-29,39.028732,-1.55446,11,2,39,HIGUERUELA,3,138,341,2009,5,Albacete,Menos_de_24h,2.0,POINT (-1.55446 39.028732),1,0,24,24.109263657957246,2.8503562945368173
51424,2009020113,431.0,2009-06-11,39.014334,-1.526525,11,2,39,HIGUERUELA,3,1729,3172,2009,6,Albacete,Entre_1dia_y_1semana,2.0,POINT (-1.526525 39.014334),1,0,83,3.348027842227378,0.1925754060324826
51425,2009020145,140.0,2009-06-14,39.024126,-1.520592,11,2,39,HIGUERUELA,3,1178,4455,2009,6,Albacete,Entre_1dia_y_1semana,2.0,POINT (-1.520592 39.024126),1,0,58,23.40714285714286,0.4142857142857143
51426,2009020227,4.47,2009-06-30,38.578036,-1.719332,11,2,74,TOBARRA,4,100,314,2009,6,Albacete,Menos_de_24h,2.0,POINT (-1.719332 38.578036),1,1,89,47.87472035794184,19.910514541387027
51427,2009020253,1.41,2009-07-06,39.155569,-1.616411,11,2,41,JORQUERA,3,147,708,2009,7,Albacete,Menos_de_24h,3.0,POINT (-1.616411 39.155569),1,0,85,397.87234042553195,60.283687943262414
51428,2009020270,1.9,2009-07-07,38.705041,-2.222974,11,2,22,CASAS DE LÁZARO,2,125,1712,2009,7,Albacete,Entre_1dia_y_1semana,3.0,POINT (-2.222974 38.705041),1,0,100,835.2631578947369,52.631578947368425
51431,2009020521,1.5,2009-10-10,38.69835,-2.480626,11,2,8,ALCARAZ,2,28,84,2009,10,Albacete,Menos_de_24h,4.0,POINT (-2.480626 38.69835),1,0,13,37.333333333333336,8.666666666666666
51432,2009020542,2.1,2009-11-15,38.574366,-2.59765,11,2,80,VILLAPALACIOS,2,82,349,2009,11,Albacete,Menos_de_24h,4.0,POINT (-2.59765 38.574366),1,0,36,127.14285714285714,17.142857142857142
51433,2009020551,5.82,2009-11-27,38.48523,-1.508047,11,2,37,HELLÍN,2,156,1206,2009,11,Albacete,Menos_de_24h,4.0,POINT (-1.508047 38.48523),1,0,71,180.41237113402062,12.199312714776632
51434,2009020552,1.2,2009-12-06,38.310972,-2.431048,11,2,86,YESTE,2,133,1453,2009,12,Albacete,Entre_1dia_y_1semana,4.0,POINT (-2.431048 38.310972),1,0,39,1100.0,32.5
57190,2010020083,1.59,2010-06-27,38.560783,-1.636716,11,2,74,TOBARRA,2,70,220,2010,6,Albacete,Menos_de_24h,2.0,POINT (-1.636716 38.560783),1,0,33,94.33962264150944,20.754716981132074
57191,2010020098,4.83,2010-07-02,39.159214,-1.613793,11,2,41,JORQUERA,1,227,1697,2010,7,Albacete,Entre_1dia_y_1semana,3.0,POINT (-1.613793 39.159214),1,0,114,304.3478260869565,23.60248447204969
57192,2010020202,2.8,2010-08-16,38.610036,-2.696262,11,2,8,ALCARAZ,1,238,1062,2010,8,Albacete,Menos_de_24h,3.0,POINT (-2.696262 38.610036),1,0,105,294.2857142857143,37.5
61107,2011020075,2.92,2011-06-23,38.946351,-2.465377,11,2,19,"BONILLO, EL",3,96,280,2011,6,Albacete,Menos_de_24h,2.0,POINT (-2.465377 38.946351),1,0,29,63.013698630136986,9.931506849315069
61109,2011020080,1.37,2011-06-26,39.114125,-2.34097,11,2,53,MUNERA,3,22,127,2011,6,Albacete,Menos_de_24h,2.0,POINT (-2.34097 39.114125),1,0,18,76.64233576642336,13.13868613138686
61113,2011020123,3.0,2011-07-17,39.195423,-1.538185,11,2,41,JORQUERA,2,149,309,2011,7,Albacete,Menos_de_24h,3.0,POINT (-1.538185 39.195423),1,0,22,53.333333333333336,7.333333333333333
61119,2011020224,3.01,2011-08-29,39.075438,-1.531011,11,2,64,POZO-LORENTE,1,114,141,2011,8,Albacete,Menos_de_24h,3.0,POINT (-1.531011 39.075438),1,0,40,8.970099667774088,13.2890365448505
66698,2012020016,4.7,2012-02-04,39.254009,-1.559208,11,2,34,FUENTEALBILLA,2,167,4217,2012,2,Albacete,Entre_1dia_y_1semana,1.0,POINT (-1.559208 39.254009),1,0,22,861.7021276595744,4.680851063829787
66702,2012020029,3.26,2012-02-14,38.578108,-1.650302,11,2,74,TOBARRA,4,97,208,2012,2,Albacete,Menos_de_24h,1.0,POINT (-1.650302 38.578108),1,1,29,34.04907975460123,8.895705521472394
66704,2012020084,1.0,2012-04-09,38.394348,-2.288262,11,2,86,YESTE,2,85,435,2012,4,Albacete,Menos_de_24h,2.0,POINT (-2.288262 38.394348),1,0,35,350.0,35.0
66705,2012020085,1.2,2012-04-09,38.627103,-2.023808,11,2,6,ALCADOZO,2,93,333,2012,4,Albacete,Menos_de_24h,2.0,POINT (-2.023808 38.627103),1,0,35,200.0,29.166666666666668
66709,2012020221,3.68,2012-06-30,38.91575,-1.305605,11,2,18,BONETE,3,73,145,2012,6,Albacete,Menos_de_24h,2.0,POINT (-1.305605 38.91575),1,0,16,19.565217391304348,4.3478260869565215
66712,2012020325,7.0,2012-08-21,39.070734,-2.770951,11,2,81,VILLARROBLEDO,1,91,1538,2012,8,Albacete,Entre_1dia_y_1semana,3.0,POINT (-2.770951 39.070734),1,0,30,206.71428571428572,4.285714285714286
72230,2013020009,38.3,2013-02-09,38.551011,-1.62025,11,2,74,TOBARRA,4,405,502,2013,2,Albacete,Menos_de_24h,1.0,POINT (-1.62025 38.551011),1,1,26,2.5326370757180157,0.6788511749347259
72231,2013020013,1.3,2013-02-16,39.156981,-1.708808,11,2,46,MAHORA,2,145,193,2013,2,Albacete,Menos_de_24h,1.0,POINT (-1.708808 39.156981),1,0,13,36.92307692307692,10.0
72234,2013020060,1.5,2013-05-05,39.395132,-1.534966,11,2,79,VILLAMALEA,2,163,1601,2013,5,Albacete,Entre_1dia_y_1semana,2.0,POINT (-1.534966 39.395132),1,0,23,958.6666666666666,15.333333333333334
72235,2013020125,1.5,2013-06-21,39.301222,-2.069588,11,2,78,VILLALGORDO DEL JÚCAR,1,43,80,2013,6,Albacete,Menos_de_24h,2.0,POINT (-2.069588 39.301222),1,0,13,24.666666666666668,8.666666666666666
72240,2013020189,37.6,2013-07-07,38.807051,-2.729334,11,2,19,"BONILLO, EL",3,224,690,2013,7,Albacete,Menos_de_24h,3.0,POINT (-2.729334 38.807051),1,0,76,12.393617021276595,2.021276595744681
72244,2013020413,3.4,2013-09-18,38.400852,-1.806659,11,2,72,SOCOVOS,1,262,1253,2013,9,Albacete,Menos_de_24h,3.0,POINT (-1.806659 38.400852),1,0,146,291.47058823529414,42.94117647058824
72762,2013130731,12.48,2013-07-07,38.807051,-2.729334,11,13,999,OTRA PROVINCIA,3,224,690,2013,7,Ciudad Real,Menos_de_24h,3.0,POINT (-2.729334 38.807051),1,0,76,37.33974358974359,6.089743589743589
75324,2014020055,1.67,2014-03-24,38.54849842,-1.64501534,11,2,74,TOBARRA,2,50,93,2014,3,Albacete,Menos_de_24h,1.0,POINT (-1.64501534 38.54849842),1,0,16,25.74850299401198,9.580838323353294
75329,2014020118,31.58,2014-05-06,39.15345711,-1.70787759,11,2,75,VALDEGANGA,2,259,1687,2014,5,Albacete,Entre_1dia_y_1semana,2.0,POINT (-1.70787759 39.15345711),1,0,127,45.21849271690944,4.021532615579481
75330,2014020127,1.9,2014-05-14,39.03676696,-1.54844994,11,2,21,CASAS DE JUAN NÚÑEZ,3,152,434,2014,5,Albacete,Menos_de_24h,2.0,POINT (-1.54844994 39.03676696),1,0,42,148.42105263157896,22.105263157894736
75332,2014020265,1.4,2014-08-18,38.50383247,-2.4614739,11,2,67,RIÓPAR,2,66,246,2014,8,Albacete,Menos_de_24h,3.0,POINT (-2.4614739 38.50383247),1,0,52,128.57142857142858,37.142857142857146
75334,2014020363,3.05,2014-10-22,38.41993395,-2.27938472,11,2,86,YESTE,2,341,1585,2014,10,Albacete,Entre_1dia_y_1semana,4.0,POINT (-2.27938472 38.41993395),1,0,102,407.8688524590164,33.442622950819676
78517,2015020011,2.47,2015-02-23,38.30713568,-2.24191207,11,2,86,YESTE,4,143,746,2015,2,Albacete,Menos_de_24h,1.0,POINT (-2.24191207 38.30713568),1,1,28,244.12955465587044,11.336032388663966
78519,2015020037,12.15,2015-03-30,39.39252503,-1.53542652,11,2,79,VILLAMALEA,2,317,1732,2015,3,Albacete,Entre_1dia_y_1semana,1.0,POINT (-1.53542652 39.39252503),1,0,43,116.46090534979423,3.539094650205761
78520,2015020076,3.0,2015-05-12,39.03185523,-1.54115662,11,2,39,HIGUERUELA,3,102,160,2015,5,Albacete,Menos_de_24h,2.0,POINT (-1.54115662 39.03185523),1,0,9,19.333333333333332,3.0
78526,2015020241,1.6,2015-08-07,38.48445825,-2.52877216,11,2,84,VILLAVERDE DE GUADALIMAR,1,454,2489,2015,8,Albacete,Entre_1dia_y_1semana,3.0,POINT (-2.52877216 38.48445825),1,0,80,1271.875,50.0
78527,2015020264,2.0,2015-08-23,38.47136074,-1.82808013,11,2,37,HELLÍN,3,148,578,2015,8,Albacete,Menos_de_24h,3.0,POINT (-1.82808013 38.47136074),1,0,56,215.0,28.0
83,2001040004,1.01,2001-01-28,37.002803,-2.639722,4,4,54,ILLAR,4,180,239,2001,1,Almería,Menos_de_24h,,POINT (-2.639722 37.002803),3,1,3,58.415841584158414,2.9702970297029703
85,2001040006,3.14,2001-02-09,36.843935,-3.02094,4,4,29,BERJA,4,320,400,2001,2,Almería,Menos_de_24h,1.0,POINT (-3.02094 36.843935),3,1,40,25.477707006369425,12.738853503184712
86,2001040007,4.46,2001-02-07,37.32222,-1.978944,4,4,53,HUÉRCA-OVERA,3,135,210,2001,2,Almería,Menos_de_24h,1.0,POINT (-1.978944 37.32222),3,0,13,16.816143497757846,2.914798206278027
87,2001040021,11.37,2001-04-22,37.269484,-2.571087,4,4,83,SERÓN,4,267,1422,2001,4,Almería,Menos_de_24h,2.0,POINT (-2.571087 37.269484),3,1,59,101.58311345646439,5.189094107299913
90,2001040034,4.2,2001-05-18,36.914628,-2.565392,4,4,47,GÁDOR,1,65,125,2001,5,Almería,Menos_de_24h,2.0,POINT (-2.565392 36.914628),3,0,22,14.285714285714285,5.238095238095238
91,2001040042,1.5,2001-06-10,37.349496,-2.209895,4,4,31,CANTORIA,1,107,167,2001,6,Almería,Menos_de_24h,2.0,POINT (-2.209895 37.349496),3,0,28,40.0,18.666666666666668
92,2001040046,188.6,2001-06-17,37.052274,-2.716202,4,4,30,CANJÁYAR,2,360,450,2001,6,Almería,Menos_de_24h,2.0,POINT (-2.716202 37.052274),3,0,130,0.47720042417815484,0.6892895015906682
93,2001040047,6.19,2001-06-21,37.331427,-2.472698,4,4,92,TÍJOLA,2,160,1055,2001,6,Almería,Menos_de_24h,2.0,POINT (-2.472698 37.331427),3,0,102,144.58804523424877,16.478190630048463
96,2001040056,144.0,2001-06-27,37.284391,-2.393304,4,4,84,SIERRO,2,430,1470,2001,6,Almería,Entre_1dia_y_1semana,2.0,POINT (-2.393304 37.284391),3,0,146,7.222222222222222,1.0138888888888888
98,2001040066,1.9,2001-07-08,37.15639,-2.038658,4,4,86,SORBAS,2,74,124,2001,7,Almería,Menos_de_24h,3.0,POINT (-2.038658 37.15639),3,0,44,26.315789473684212,23.157894736842106
99,2001040070,2.0,2001-07-11,36.793817,-3.100879,4,4,3,ADRA,4,90,195,2001,7,Almería,Menos_de_24h,3.0,POINT (-3.100879 36.793817),3,1,28,52.5,14.0
100,2001040072,5.5,2001-07-15,37.372717,-2.065506,4,4,17,ARBOLEAS,2,90,260,2001,7,Almería,Menos_de_24h,3.0,POINT (-2.065506 37.372717),3,0,45,30.90909090909091,8.181818181818182
101,2001040073,26.3,2001-07-16,36.801,-2.993409,4,4,29,BERJA,2,210,450,2001,7,Almería,Menos_de_24h,3.0,POINT (-2.993409 36.801),3,0,71,9.125475285171103,2.6996197718631176
102,2001040074,1.63,2001-07-18,36.815756,-3.016605,4,4,29,BERJA,2,90,240,2001,7,Almería,Menos_de_24h,3.0,POINT (-3.016605 36.815756),3,0,39,92.02453987730063,23.92638036809816
107,2001040098,1.5,2001-09-23,37.317411,-2.322287,4,4,56,LAROYA,4,120,140,2001,9,Almería,Menos_de_24h,3.0,POINT (-2.322287 37.317411),3,1,12,13.333333333333334,8.0
108,2001040099,1.3,2001-09-24,37.003702,-2.759643,4,4,71,PADULES,4,30,145,2001,9,Almería,Menos_de_24h,3.0,POINT (-2.759643 37.003702),3,1,19,88.46153846153845,14.615384615384615
7020,2002040008,1.54,2002-02-24,36.819595,-3.021977,4,4,29,BERJA,2,270,420,2002,2,Almería,Menos_de_24h,1.0,POINT (-3.021977 36.819595),3,0,26,97.4025974025974,16.883116883116884
7021,2002040018,2.0,2002-06-04,36.983562,-2.635217,4,4,54,ILLAR,2,105,270,2002,6,Almería,Menos_de_24h,2.0,POINT (-2.635217 36.983562),3,0,9,82.5,4.5
7024,2002040041,1.75,2002-06-26,36.876342,-2.63465,4,4,41,ENIX,1,580,640,2002,6,Almería,Menos_de_24h,2.0,POINT (-2.63465 36.876342),3,0,17,34.285714285714285,9.714285714285714
7025,2002040042,183.0,2002-06-26,36.904594,-2.51194,4,4,24,BENAHADUX,1,565,645,2002,6,Almería,Menos_de_24h,2.0,POINT (-2.51194 36.904594),3,0,47,0.4371584699453552,0.2568306010928962
7026,2002040043,1937.86,2002-06-26,36.89826,-2.558728,4,4,41,ENIX,1,2145,3960,2002,6,Almería,Entre_1dia_y_1semana,2.0,POINT (-2.558728 36.89826),3,0,402,0.9366001671947406,0.20744532628776075
7034,2002040084,6.1,2002-09-08,37.038143,-2.741105,4,4,67,OHANES,2,70,520,2002,9,Almería,Menos_de_24h,3.0,POINT (-2.741105 37.038143),3,0,77,73.77049180327869,12.622950819672132
7040,2002040112,141.31,2002-10-26,36.821333,-3.056692,4,4,29,BERJA,4,885,915,2002,10,Almería,Menos_de_24h,4.0,POINT (-3.056692 36.821333),3,1,115,0.21229920033967872,0.8138136013021018
