,id,superficie,fecha,lat,lng,idcomunidad,idprovincia,idmunicipio,municipio,causa,time_ctrl,time_ext,year,month,Provincias,class_per_time,class_per_trimester,geometry,index_right,Y,recursos
53343,2009280118,1.08,2009-06-28,40.424051,-3.460052,16,28,130,SAN FERNANDO DE HENARES,2,95,114,2009,6,Madrid,Menos_de_24h,2,POINT (-3.460052 40.424051),27,0,27
53344,2009280124,1.44,2009-06-30,40.217909,-3.437042,16,28,91,MORATA DE TAJUÑA,6,38,79,2009,6,Madrid,Menos_de_24h,2,POINT (-3.437042 40.217909),27,0,32
53345,2009280129,1.92,2009-07-04,40.272308,-3.252341,16,28,35,CARABAÑA,4,56,243,2009,7,Madrid,Menos_de_24h,3,POINT (-3.252341 40.272308),27,1,49
53346,2009280131,1.43,2009-07-04,40.825296,-3.680036,16,28,94,NAVALAFUENTE,3,38,541,2009,7,Madrid,Menos_de_24h,3,POINT (-3.680036 40.825296),27,0,45
53347,2009280133,4.37,2009-07-05,40.420746,-3.445708,16,28,84,MEJORADA DEL CAMPO,4,105,796,2009,7,Madrid,Menos_de_24h,3,POINT (-3.445708 40.420746),27,1,63
53349,2009280152,1.12,2009-07-13,40.566562,-3.312262,16,28,83,MECO,2,33,122,2009,7,Madrid,Menos_de_24h,3,POINT (-3.312262 40.566562),27,0,15
53351,2009280154,4.31,2009-07-15,40.720627,-3.596892,16,28,86,"MOLAR, EL",2,81,272,2009,7,Madrid,Menos_de_24h,3,POINT (-3.596892 40.720627),27,0,78
53352,2009280155,9.91,2009-07-16,40.424145,-3.440366,16,28,130,SAN FERNANDO DE HENARES,3,131,519,2009,7,Madrid,Menos_de_24h,3,POINT (-3.440366 40.424145),27,0,110
53354,2009280162,1.9,2009-07-21,40.67487,-4.045482,16,28,46,COLLADO MEDIANO,3,135,166,2009,7,Madrid,Menos_de_24h,3,POINT (-4.045482 40.67487),27,0,20
53356,2009280166,39.42,2009-07-21,40.623023,-3.730782,16,28,903,TRES CANTOS,3,232,265,2009,7,Madrid,Menos_de_24h,3,POINT (-3.730782 40.623023),27,0,51
53357,2009280168,37.24,2009-07-21,40.678622,-3.381546,16,28,122,RIBATEJADA,2,111,801,2009,7,Madrid,Menos_de_24h,3,POINT (-3.381546 40.678622),27,0,79
53358,2009280170,2.07,2009-07-21,40.494444,-3.987131,16,28,177,VILLANUEVA DEL PARDILLO,2,73,96,2009,7,Madrid,Menos_de_24h,3,POINT (-3.987131 40.494444),27,0,20
53360,2009280173,2.65,2009-07-22,40.37505,-3.509477,16,28,167,VELILLA DE SAN ANTONIO,4,150,151,2009,7,Madrid,Menos_de_24h,3,POINT (-3.509477 40.37505),27,1,16
53361,2009280174,1.95,2009-07-22,40.471986,-4.011044,16,28,176,VILLANUEVA DE LA CAÑADA,3,40,102,2009,7,Madrid,Menos_de_24h,3,POINT (-4.011044 40.471986),27,0,52
53362,2009280175,2.18,2009-07-22,40.171475,-3.096987,16,28,55,ESTREMERA,2,53,317,2009,7,Madrid,Menos_de_24h,3,POINT (-3.096987 40.171475),27,0,18
53363,2009280180,1.31,2009-07-26,40.898598,-3.553529,16,28,21,"BERRUECO, EL",2,75,267,2009,7,Madrid,Menos_de_24h,3,POINT (-3.553529 40.898598),27,0,87
53364,2009280182,3.9,2009-07-27,40.135975,-3.127303,16,28,55,ESTREMERA,3,317,1134,2009,7,Madrid,Menos_de_24h,3,POINT (-3.127303 40.135975),27,0,85
53367,2009280199,13.74,2009-08-03,40.687056,-3.886453,16,28,82,MANZANARES EL REAL,3,72,285,2009,8,Madrid,Menos_de_24h,3,POINT (-3.886453 40.687056),27,0,51
53368,2009280200,1.85,2009-08-04,40.97357,-3.492778,16,28,124,ROBLEDILLO DE LA JARA,3,225,967,2009,8,Madrid,Menos_de_24h,3,POINT (-3.492778 40.97357),27,0,65
53370,2009280215,1.56,2009-08-15,40.56823,-3.978173,16,28,61,GALAPAGAR,2,45,248,2009,8,Madrid,Menos_de_24h,3,POINT (-3.978173 40.56823),27,0,64
53371,2009280216,2.63,2009-08-15,40.780325,-3.544215,16,28,168,"VELLÓN, EL",4,75,208,2009,8,Madrid,Menos_de_24h,3,POINT (-3.544215 40.780325),27,1,51
53373,2009280232,5.69,2009-08-22,40.320276,-4.51847,16,28,128,ROZAS DE PUERTO REAL,4,64,2231,2009,8,Madrid,Entre_1dia_y_1semana,3,POINT (-4.51847 40.320276),27,1,102
53374,2009280235,3.02,2009-08-26,40.676738,-3.569746,16,28,86,"MOLAR, EL",4,62,125,2009,8,Madrid,Menos_de_24h,3,POINT (-3.569746 40.676738),27,1,21
53376,2009280274,3.0,2009-09-14,40.574904,-3.46731,16,28,53,DAGANZO DE ARRIBA,4,78,152,2009,9,Madrid,Menos_de_24h,3,POINT (-3.46731 40.574904),27,1,35
53377,2009280275,13.71,2009-09-14,40.572341,-3.472892,16,28,53,DAGANZO DE ARRIBA,6,41,755,2009,9,Madrid,Menos_de_24h,3,POINT (-3.472892 40.572341),27,0,68
53378,2009280286,1.28,2009-09-26,40.265307,-4.298477,16,28,171,VILLA DEL PRADO,6,26,105,2009,9,Madrid,Menos_de_24h,3,POINT (-4.298477 40.265307),27,0,44
53379,2009280288,6.19,2009-09-27,40.144049,-3.531778,16,28,52,CHINCHÓN,4,213,866,2009,9,Madrid,Menos_de_24h,3,POINT (-3.531778 40.144049),27,1,39
53380,2009280292,1.04,2009-10-04,40.538633,-4.166838,16,28,183,ZARZALEJO,3,46,94,2009,10,Madrid,Menos_de_24h,4,POINT (-4.166838 40.538633),27,0,19
53381,2009280303,4.06,2009-10-19,40.181253,-3.752179,16,28,150,TORREJÓN DE VELASCO,4,95,176,2009,10,Madrid,Menos_de_24h,4,POINT (-3.752179 40.181253),27,1,27
53384,2009280314,2.1,2009-11-08,40.531191,-3.538097,16,28,104,PARACUELLOS DE JARAMA,2,76,102,2009,11,Madrid,Menos_de_24h,4,POINT (-3.538097 40.531191),27,0,12
53385,2009280323,1.0,2009-11-18,40.651331,-3.924007,16,28,90,MORALZARZAL,3,94,109,2009,11,Madrid,Menos_de_24h,4,POINT (-3.924007 40.651331),27,0,5
56627,2009450079,1.0,2009-05-28,40.279375,-4.357618,11,45,13,ALMOROX,3,15,57,2009,5,Toledo,Menos_de_24h,2,POINT (-4.357618 40.279375),27,0,6
58325,2010280003,9.35,2010-02-13,39.97286,-3.638313,16,28,13,ARANJUEZ,4,130,153,2010,2,Madrid,Menos_de_24h,1,POINT (-3.638313 39.97286),27,1,16
58326,2010280010,6.94,2010-03-17,40.231814,-3.421498,16,28,91,MORATA DE TAJUÑA,2,106,246,2010,3,Madrid,Menos_de_24h,1,POINT (-3.421498 40.231814),27,0,62
58327,2010280062,1.31,2010-06-06,40.566898,-3.416989,16,28,53,DAGANZO DE ARRIBA,4,56,150,2010,6,Madrid,Menos_de_24h,2,POINT (-3.416989 40.566898),27,1,37
58328,2010280063,4.2,2010-06-22,40.546921,-3.319493,16,28,83,MECO,4,54,124,2010,6,Madrid,Menos_de_24h,2,POINT (-3.319493 40.546921),27,1,27
58329,2010280075,1.78,2010-07-08,40.166258,-3.264373,16,28,180,VILLAREJO DE SALVANÉS,2,48,49,2010,7,Madrid,Menos_de_24h,3,POINT (-3.264373 40.166258),27,0,16
58330,2010280080,1.47,2010-07-12,40.592603,-3.47911,16,28,9,ALGETE,2,103,701,2010,7,Madrid,Menos_de_24h,3,POINT (-3.47911 40.592603),27,0,84
58332,2010280085,1.29,2010-07-17,40.479959,-4.002752,16,28,160,VALDEMORILLO,3,68,117,2010,7,Madrid,Menos_de_24h,3,POINT (-4.002752 40.479959),27,0,23
58333,2010280086,1.39,2010-08-30,40.036373,-3.620983,16,28,13,ARANJUEZ,2,151,320,2010,8,Madrid,Menos_de_24h,3,POINT (-3.620983 40.036373),27,0,53
58334,2010280092,2.65,2010-07-21,40.672653,-3.604273,16,28,129,SAN AGUSTIN DEL GUADALIX,2,65,92,2010,7,Madrid,Menos_de_24h,3,POINT (-3.604273 40.672653),27,0,33
58336,2010280103,1.07,2010-08-01,40.974811,-3.482696,16,28,118,PUEBLA DE LA SIERRA,2,43,628,2010,8,Madrid,Menos_de_24h,3,POINT (-3.482696 40.974811),27,0,64
58337,2010280104,10.04,2010-08-01,40.515632,-3.384953,16,28,5,ALCALÁ DE HENARES,2,62,307,2010,8,Madrid,Menos_de_24h,3,POINT (-3.384953 40.515632),27,0,49
58338,2010280131,11.27,2010-08-23,40.471826,-3.396853,16,28,5,ALCALÁ DE HENARES,2,70,362,2010,8,Madrid,Menos_de_24h,3,POINT (-3.396853 40.471826),27,0,69
58340,2010280137,1.4,2010-08-24,40.549505,-3.506474,16,28,41,COBEÑA,4,71,72,2010,8,Madrid,Menos_de_24h,3,POINT (-3.506474 40.549505),27,1,11
58341,2010280138,4.9,2010-08-26,40.542873,-4.009334,16,28,44,COLMENAREJO,4,38,212,2010,8,Madrid,Menos_de_24h,3,POINT (-4.009334 40.542873),27,1,40
58342,2010280144,1.12,2010-09-01,40.946584,-3.734373,16,28,63,GARGANTILLA DEL LOZOYA,1,37,110,2010,9,Madrid,Menos_de_24h,3,POINT (-3.734373 40.946584),27,0,28
58343,2010280154,2.06,2010-09-14,40.240741,-3.215662,16,28,35,CARABAÑA,4,55,270,2010,9,Madrid,Menos_de_24h,3,POINT (-3.215662 40.240741),27,1,64
58344,2010280159,3.73,2010-09-25,40.722866,-3.579896,16,28,86,"MOLAR, EL",3,39,144,2010,9,Madrid,Menos_de_24h,3,POINT (-3.579896 40.722866),27,0,62
58345,2010280166,1.53,2010-10-05,40.697506,-3.601278,16,28,129,SAN AGUSTIN DEL GUADALIX,2,44,141,2010,10,Madrid,Menos_de_24h,4,POINT (-3.601278 40.697506),27,0,27
63105,2011280021,1.02,2011-04-01,39.973076,-3.638397,16,28,13,ARANJUEZ,4,101,209,2011,4,Madrid,Menos_de_24h,2,POINT (-3.638397 39.973076),27,1,17
63106,2011280022,2.0,2011-04-02,40.204517,-3.593704,16,28,132,SAN MARTÍN DE LA VEGA,4,65,95,2011,4,Madrid,Menos_de_24h,2,POINT (-3.593704 40.204517),27,1,21
63107,2011280024,2.38,2011-04-06,40.204367,-3.109077,16,28,55,ESTREMERA,4,60,61,2011,4,Madrid,Menos_de_24h,2,POINT (-3.109077 40.204367),27,1,8
63109,2011280045,3.14,2011-06-22,40.326264,-3.507615,16,28,123,RIVAS-VACIAMADRID,3,43,151,2011,6,Madrid,Menos_de_24h,2,POINT (-3.507615 40.326264),27,0,49
63110,2011280046,2.94,2011-06-23,40.202512,-3.635316,16,28,161,VALDEMORO,3,32,66,2011,6,Madrid,Menos_de_24h,2,POINT (-3.635316 40.202512),27,0,50
63111,2011280054,5.37,2011-06-29,40.46729,-3.37642,16,28,5,ALCALÁ DE HENARES,3,90,171,2011,6,Madrid,Menos_de_24h,2,POINT (-3.37642 40.46729),27,0,55
63112,2011280056,3.18,2011-07-01,40.290105,-3.600852,16,28,65,GETAFE,3,60,210,2011,7,Madrid,Menos_de_24h,3,POINT (-3.600852 40.290105),27,0,59
63113,2011280069,2.17,2011-07-04,40.09779,-3.54044,16,28,43,COLMENAR DE OREJA,2,36,101,2011,7,Madrid,Menos_de_24h,3,POINT (-3.54044 40.09779),27,0,39
63115,2011280074,3.29,2011-07-05,40.420737,-3.44803,16,28,84,MEJORADA DEL CAMPO,2,74,262,2011,7,Madrid,Menos_de_24h,3,POINT (-3.44803 40.420737),27,0,19
63116,2011280075,3.0,2011-07-05,40.400507,-3.478417,16,28,84,MEJORADA DEL CAMPO,4,38,39,2011,7,Madrid,Menos_de_24h,3,POINT (-3.478417 40.400507),27,1,8
63118,2011280079,1.17,2011-07-06,40.5425,-4.136757,16,28,54,"ESCORIAL, EL",3,115,176,2011,7,Madrid,Menos_de_24h,3,POINT (-4.136757 40.5425),27,0,101
63121,2011280086,2.17,2011-07-09,40.33309,-3.661496,16,28,79,MADRID,4,22,55,2011,7,Madrid,Menos_de_24h,3,POINT (-3.661496 40.33309),27,1,18
63122,2011280088,19.06,2011-07-10,40.680387,-3.456248,16,28,122,RIBATEJADA,3,66,189,2011,7,Madrid,Menos_de_24h,3,POINT (-3.456248 40.680387),27,0,71
63123,2011280090,3.78,2011-07-11,40.738617,-3.568343,16,28,86,"MOLAR, EL",3,52,88,2011,7,Madrid,Menos_de_24h,3,POINT (-3.568343 40.738617),27,0,30
63125,2011280097,12.61,2011-07-12,40.421903,-3.495649,16,28,130,SAN FERNANDO DE HENARES,2,117,278,2011,7,Madrid,Menos_de_24h,3,POINT (-3.495649 40.421903),27,0,63
63126,2011280099,1.1,2011-07-13,40.656862,-3.750031,16,28,45,COLMENAR VIEJO,3,113,141,2011,7,Madrid,Menos_de_24h,3,POINT (-3.750031 40.656862),27,0,17
63127,2011280101,1.79,2011-07-13,40.552763,-3.535045,16,28,104,PARACUELLOS DE JARAMA,2,34,132,2011,7,Madrid,Menos_de_24h,3,POINT (-3.535045 40.552763),27,0,55
63128,2011280103,1.57,2011-07-14,40.643184,-3.964022,16,28,47,COLLADO VILLALBA,2,139,384,2011,7,Madrid,Menos_de_24h,3,POINT (-3.964022 40.643184),27,0,115
63130,2011280108,1.89,2011-07-16,40.94882,-3.715365,16,28,63,GARGANTILLA DEL LOZOYA,4,43,210,2011,7,Madrid,Menos_de_24h,3,POINT (-3.715365 40.94882),27,1,50
63132,2011280115,2.13,2011-07-18,40.429119,-3.442568,16,28,130,SAN FERNANDO DE HENARES,2,132,275,2011,7,Madrid,Menos_de_24h,3,POINT (-3.442568 40.429119),27,0,66
63135,2011280146,9.72,2011-08-01,40.379646,-4.23615,16,28,99,NAVAS DEL REY,1,88,263,2011,8,Madrid,Menos_de_24h,3,POINT (-4.23615 40.379646),27,0,62
63136,2011280148,22.56,2011-08-04,40.497625,-3.728594,16,28,79,MADRID,4,102,181,2011,8,Madrid,Menos_de_24h,3,POINT (-3.728594 40.497625),27,1,36
63137,2011280149,14.97,2011-08-05,40.745688,-3.764993,16,28,144,SOTO DEL REAL,4,73,180,2011,8,Madrid,Menos_de_24h,3,POINT (-3.764993 40.745688),27,1,79
63138,2011280150,5.91,2011-08-05,40.511544,-3.526054,16,28,104,PARACUELLOS DE JARAMA,2,82,239,2011,8,Madrid,Menos_de_24h,3,POINT (-3.526054 40.511544),27,0,95
63139,2011280151,1.72,2011-08-05,40.297849,-3.956202,16,28,96,NAVALCARNERO,2,67,76,2011,8,Madrid,Menos_de_24h,3,POINT (-3.956202 40.297849),27,0,27
63141,2011280165,2.73,2011-08-15,40.319932,-3.947215,16,28,181,VILLAVICIOSA DE ODÓN,4,43,233,2011,8,Madrid,Menos_de_24h,3,POINT (-3.947215 40.319932),27,1,59
63142,2011280166,5.64,2011-08-16,40.745254,-3.605995,16,28,108,PEDREZUELA,4,49,354,2011,8,Madrid,Menos_de_24h,3,POINT (-3.605995 40.745254),27,1,71
63143,2011280169,3.02,2011-08-17,40.241375,-3.609262,16,28,132,SAN MARTÍN DE LA VEGA,1,69,124,2011,8,Madrid,Menos_de_24h,3,POINT (-3.609262 40.241375),27,0,21
63144,2011280174,2.5,2011-08-21,40.316772,-4.05133,16,28,96,NAVALCARNERO,3,64,169,2011,8,Madrid,Menos_de_24h,3,POINT (-4.05133 40.316772),27,0,33
63145,2011280178,3.51,2011-08-21,40.869989,-3.844542,16,28,120,RASCAFRÍA,4,120,982,2011,8,Madrid,Menos_de_24h,3,POINT (-3.844542 40.869989),27,1,140
63146,2011280182,1.41,2011-08-22,40.728887,-4.102421,16,28,87,"MOLINOS, LOS",1,100,269,2011,8,Madrid,Menos_de_24h,3,POINT (-4.102421 40.728887),27,0,32
63147,2011280183,4.07,2011-08-24,40.466351,-3.937769,16,28,80,MAJADAHONDA,3,57,306,2011,8,Madrid,Menos_de_24h,3,POINT (-3.937769 40.466351),27,0,52
63148,2011280184,16.7,2011-08-24,40.638276,-3.584923,16,28,9,ALGETE,4,104,429,2011,8,Madrid,Menos_de_24h,3,POINT (-3.584923 40.638276),27,1,92
63149,2011280190,1.58,2011-08-27,40.724985,-3.588369,16,28,86,"MOLAR, EL",4,24,161,2011,8,Madrid,Menos_de_24h,3,POINT (-3.588369 40.724985),27,1,44
63150,2011280193,2.21,2011-08-30,40.55835,-3.664889,16,28,6,ALCOBENDAS,4,102,220,2011,8,Madrid,Menos_de_24h,3,POINT (-3.664889 40.55835),27,1,27
63151,2011280206,3.77,2011-09-08,40.653355,-3.993728,16,28,47,COLLADO VILLALBA,4,38,212,2011,9,Madrid,Menos_de_24h,3,POINT (-3.993728 40.653355),27,1,47
63152,2011280207,1.03,2011-09-09,40.815258,-3.612964,16,28,121,REDUEÑA,3,99,196,2011,9,Madrid,Menos_de_24h,3,POINT (-3.612964 40.815258),27,0,14
63153,2011280217,2.84,2011-09-12,40.362178,-4.011816,16,28,141,SEVILLA LA NUEVA,2,39,159,2011,9,Madrid,Menos_de_24h,3,POINT (-4.011816 40.362178),27,0,71
63154,2011280228,16.4,2011-09-15,40.555445,-3.560402,16,28,104,PARACUELLOS DE JARAMA,3,66,368,2011,9,Madrid,Menos_de_24h,3,POINT (-3.560402 40.555445),27,0,90
63155,2011280232,13.63,2011-09-18,40.491136,-3.936544,16,28,177,VILLANUEVA DEL PARDILLO,6,91,514,2011,9,Madrid,Menos_de_24h,3,POINT (-3.936544 40.491136),27,0,93
63156,2011280246,1.58,2011-09-29,40.600165,-3.97397,16,28,61,GALAPAGAR,4,46,214,2011,9,Madrid,Menos_de_24h,3,POINT (-3.97397 40.600165),27,1,57
63159,2011280254,1.5,2011-10-04,40.562609,-3.689974,16,28,79,MADRID,3,18,53,2011,10,Madrid,Menos_de_24h,4,POINT (-3.689974 40.562609),27,0,15
63160,2011280265,1.3,2011-10-12,40.29594,-3.843741,16,28,92,MÓSTOLES,4,26,50,2011,10,Madrid,Menos_de_24h,4,POINT (-3.843741 40.29594),27,1,26
63161,2011280267,3.19,2011-10-13,40.2531,-3.495156,16,28,91,MORATA DE TAJUÑA,2,0,525,2011,10,Madrid,Menos_de_24h,4,POINT (-3.495156 40.2531),27,0,64
63162,2011280273,14.95,2011-10-15,40.203022,-3.605828,16,28,161,VALDEMORO,4,33,153,2011,10,Madrid,Menos_de_24h,4,POINT (-3.605828 40.203022),27,1,40
68645,2012280005,2.84,2012-01-22,40.934214,-3.811173,16,28,112,PINILLA DEL VALLE,4,50,131,2012,1,Madrid,Menos_de_24h,,POINT (-3.811173 40.934214),27,1,22
68646,2012280013,12.61,2012-06-05,40.182232,-3.457992,16,28,52,CHINCHÓN,3,82,193,2012,6,Madrid,Menos_de_24h,2,POINT (-3.457992 40.182232),27,0,52
68648,2012280028,1.46,2012-06-12,40.196603,-3.918404,16,28,140,SERRANILLOS DEL VALLE,4,82,184,2012,6,Madrid,Menos_de_24h,2,POINT (-3.918404 40.196603),27,1,29
68649,2012280033,1.47,2012-06-16,40.318083,-3.615471,16,28,65,GETAFE,4,46,116,2012,6,Madrid,Menos_de_24h,2,POINT (-3.615471 40.318083),27,1,8
68650,2012280035,1.36,2012-06-16,40.574396,-3.911653,16,28,152,TORRELODONES,2,29,173,2012,6,Madrid,Menos_de_24h,2,POINT (-3.911653 40.574396),27,0,42
68651,2012280054,2.25,2012-02-12,40.372438,-3.900822,16,28,181,VILLAVICIOSA DE ODÓN,4,0,37,2012,2,Madrid,Menos_de_24h,1,POINT (-3.900822 40.372438),27,1,8
68652,2012280056,2.36,2012-02-12,40.35533,-3.556163,16,28,79,MADRID,2,161,255,2012,2,Madrid,Menos_de_24h,1,POINT (-3.556163 40.35533),27,0,23
68653,2012280067,1.83,2012-02-17,40.304512,-3.408546,16,28,14,ARGANDA DEL REY,4,113,238,2012,2,Madrid,Menos_de_24h,1,POINT (-3.408546 40.304512),27,1,15
68654,2012280073,5.96,2012-02-20,40.567732,-3.541674,16,28,41,COBEÑA,4,139,371,2012,2,Madrid,Menos_de_24h,1,POINT (-3.541674 40.567732),27,1,57
68655,2012280074,1.13,2012-02-21,40.80169,-3.737895,16,28,85,MIRAFLORES DE LA SIERRA,4,61,102,2012,2,Madrid,Menos_de_24h,1,POINT (-3.737895 40.80169),27,1,37
68656,2012280082,1.31,2012-02-23,40.310331,-4.043228,16,28,96,NAVALCARNERO,4,0,88,2012,2,Madrid,Menos_de_24h,1,POINT (-4.043228 40.310331),27,1,7
68657,2012280088,11.75,2012-02-25,40.955629,-3.518833,16,28,124,ROBLEDILLO DE LA JARA,4,145,607,2012,2,Madrid,Menos_de_24h,1,POINT (-3.518833 40.955629),27,1,93
68660,2012280094,1.02,2012-02-26,40.718683,-3.973908,16,28,18,BECERRIL DE LA SIERRA,4,60,105,2012,2,Madrid,Menos_de_24h,1,POINT (-3.973908 40.718683),27,1,10
68661,2012280109,17.0,2012-03-08,40.07373,-3.434524,16,28,43,COLMENAR DE OREJA,4,160,238,2012,3,Madrid,Menos_de_24h,1,POINT (-3.434524 40.07373),27,1,52
68663,2012280114,1.71,2012-03-11,40.25482,-4.101238,16,28,174,VILLAMANTA,4,59,151,2012,3,Madrid,Menos_de_24h,1,POINT (-4.101238 40.25482),27,1,31
68664,2012280123,2.09,2012-03-15,40.147473,-3.383594,16,28,157,VALDELAGUNA,2,57,144,2012,3,Madrid,Menos_de_24h,1,POINT (-3.383594 40.147473),27,0,12
68665,2012280128,3.55,2012-03-19,40.290167,-3.658877,16,28,113,PINTO,2,89,191,2012,3,Madrid,Menos_de_24h,1,POINT (-3.658877 40.290167),27,0,49
68666,2012280129,2.69,2012-03-19,40.086341,-3.257143,16,28,173,VILLAMANRIQUE DE TAJO,4,60,201,2012,3,Madrid,Menos_de_24h,1,POINT (-3.257143 40.086341),27,1,27
68667,2012280147,6.29,2012-04-01,40.174566,-3.09611,16,28,55,ESTREMERA,4,244,386,2012,4,Madrid,Menos_de_24h,2,POINT (-3.09611 40.174566),27,1,37
68668,2012280149,3.2,2012-04-09,40.095664,-3.498319,16,28,170,VILLACONEJOS,2,32,99,2012,4,Madrid,Menos_de_24h,2,POINT (-3.498319 40.095664),27,0,22
68669,2012280150,1.09,2012-04-09,40.383903,-4.310223,16,28,133,SAN MARTIN DE VALDEIGLESIAS,2,72,233,2012,4,Madrid,Menos_de_24h,2,POINT (-4.310223 40.383903),27,0,24
68670,2012280151,2.13,2012-04-13,40.54374,-3.296331,16,28,83,MECO,4,76,206,2012,4,Madrid,Menos_de_24h,2,POINT (-3.296331 40.54374),27,1,13
68671,2012280157,2.1,2012-04-23,40.377386,-3.516963,16,28,123,RIVAS-VACIAMADRID,2,108,236,2012,4,Madrid,Menos_de_24h,2,POINT (-3.516963 40.377386),27,0,40
68672,2012280165,18.32,2012-05-15,40.277423,-4.240285,16,28,171,VILLA DEL PRADO,2,221,1191,2012,5,Madrid,Menos_de_24h,2,POINT (-4.240285 40.277423),27,0,79
68674,2012280192,1.49,2012-06-23,40.564074,-3.495621,16,28,41,COBEÑA,2,78,311,2012,6,Madrid,Menos_de_24h,2,POINT (-3.495621 40.564074),27,0,73
68675,2012280197,4.94,2012-06-25,40.617151,-3.365957,16,28,156,VALDEAVERO,3,83,113,2012,6,Madrid,Menos_de_24h,2,POINT (-3.365957 40.617151),27,0,59
68676,2012280199,1.11,2012-06-26,40.098101,-3.521812,16,28,170,VILLACONEJOS,2,81,97,2012,6,Madrid,Menos_de_24h,2,POINT (-3.521812 40.098101),27,0,20
68678,2012280205,1.62,2012-06-27,40.625769,-3.349782,16,28,156,VALDEAVERO,3,43286,43384,2012,6,Madrid,Mas_de_1mes,2,POINT (-3.349782 40.625769),27,0,59
68679,2012280209,2.68,2012-06-28,40.625762,-3.570696,16,28,9,ALGETE,3,108,586,2012,6,Madrid,Menos_de_24h,2,POINT (-3.570696 40.625762),27,0,92
68680,2012280210,5.36,2012-06-28,40.32307,-3.323308,16,28,165,VALDILECHA,4,76,403,2012,6,Madrid,Menos_de_24h,2,POINT (-3.323308 40.32307),27,1,65
68681,2012280211,1.51,2012-06-28,40.860785,-3.668344,16,28,158,VALDEMANCO,3,59,281,2012,6,Madrid,Menos_de_24h,2,POINT (-3.668344 40.860785),27,0,68
68682,2012280214,10.96,2012-06-29,40.545241,-4.033957,16,28,44,COLMENAREJO,4,77,448,2012,6,Madrid,Menos_de_24h,2,POINT (-4.033957 40.545241),27,1,64
68683,2012280222,3.87,2012-07-03,40.756744,-3.673402,16,28,67,GUADALIX DE LA SIERRA,3,47,530,2012,7,Madrid,Menos_de_24h,3,POINT (-3.673402 40.756744),27,0,64
68684,2012280223,1.13,2012-07-03,40.345173,-4.442709,16,28,133,SAN MARTIN DE VALDEIGLESIAS,3,20,124,2012,7,Madrid,Menos_de_24h,3,POINT (-4.442709 40.345173),27,0,62
68686,2012280225,1.8,2012-07-04,40.236055,-3.243802,16,28,35,CARABAÑA,2,44,182,2012,7,Madrid,Menos_de_24h,3,POINT (-3.243802 40.236055),27,0,43
68688,2012280228,17.14,2012-07-07,40.506462,-3.725762,16,28,79,MADRID,4,57,94,2012,7,Madrid,Menos_de_24h,3,POINT (-3.725762 40.506462),27,1,56
68689,2012280238,93.29,2012-07-11,40.570403,-3.414364,16,28,53,DAGANZO DE ARRIBA,3,330,2814,2012,7,Madrid,Entre_1dia_y_1semana,3,POINT (-3.414364 40.570403),27,0,233
68690,2012280243,325.93,2012-07-12,40.780383,-3.578607,16,28,168,"VELLÓN, EL",2,446,4829,2012,7,Madrid,Entre_1dia_y_1semana,3,POINT (-3.578607 40.780383),27,0,1319
68691,2012280245,4.79,2012-07-13,40.418266,-3.473627,16,28,130,SAN FERNANDO DE HENARES,2,40,284,2012,7,Madrid,Menos_de_24h,3,POINT (-3.473627 40.418266),27,0,51
68694,2012280252,1.36,2012-07-17,40.036036,-3.621684,16,28,13,ARANJUEZ,2,67,99,2012,7,Madrid,Menos_de_24h,3,POINT (-3.621684 40.036036),27,0,64
68695,2012280256,1.61,2012-07-19,40.271291,-4.420179,16,28,31,CADALSO DE LOS VIDRIOS,2,31,478,2012,7,Madrid,Menos_de_24h,3,POINT (-4.420179 40.271291),27,0,111
68696,2012280258,27.88,2012-07-19,40.570777,-3.497691,16,28,41,COBEÑA,4,176,608,2012,7,Madrid,Menos_de_24h,3,POINT (-3.497691 40.570777),27,1,123
68699,2012280269,3.36,2012-07-24,40.50629,-4.204788,16,28,125,ROBLEDO DE CHAVELA,3,73,266,2012,7,Madrid,Menos_de_24h,3,POINT (-4.204788 40.50629),27,0,97
68701,2012280271,2.1,2012-07-25,40.76346,-3.761038,16,28,144,SOTO DEL REAL,3,70,165,2012,7,Madrid,Menos_de_24h,3,POINT (-3.761038 40.76346),27,0,40
68702,2012280282,4.08,2012-07-31,40.695917,-4.087047,16,28,68,GUADARRAMA,2,156,346,2012,7,Madrid,Menos_de_24h,3,POINT (-4.087047 40.695917),27,0,72
68703,2012280286,42.63,2012-08-02,40.515866,-3.877855,16,28,127,"ROZAS DE MADRID, LAS",3,186,1223,2012,8,Madrid,Menos_de_24h,3,POINT (-3.877855 40.515866),27,0,78
68704,2012280288,4.3,2012-08-05,40.672334,-3.605063,16,28,129,SAN AGUSTIN DEL GUADALIX,3,104,690,2012,8,Madrid,Menos_de_24h,3,POINT (-3.605063 40.672334),27,0,61
68706,2012280300,2.05,2012-08-11,40.681072,-3.630311,16,28,129,SAN AGUSTIN DEL GUADALIX,4,189,347,2012,8,Madrid,Menos_de_24h,3,POINT (-3.630311 40.681072),27,1,55
68707,2012280310,1.15,2012-08-13,40.753272,-3.597112,16,28,108,PEDREZUELA,3,29,108,2012,8,Madrid,Menos_de_24h,3,POINT (-3.597112 40.753272),27,0,45
